"Nasdaq Traded","Security Name","Listing Exchange","Market Category","ETF","Round Lot Size","Test Issue","Financial Status","CQS Symbol","NASDAQ Symbol","NextShares"
"True","Agilent Technologies, Inc. Common Stock","N"," ","False","100.0","False","","A","A","False"
"True","Alcoa Corporation Common Stock ","N"," ","False","100.0","False","","AA","AA","False"
"True","Listed Funds Trust AAF First Priority CLO Bond ETF","P"," ","True","100.0","False","","AAA","AAA","False"
"True","Perth Mint Physical Gold ETF","P"," ","True","100.0","False","","AAAU","AAAU","False"
"True","ATA Creativity Global - American Depositary Shares, each representing two common shares","Q","G","False","100.0","False","N","","AACG","False"
"True","Artius Acquisition Inc. - Class A Common Stock","Q","S","False","100.0","False","N","","AACQ","False"
"True","Artius Acquisition Inc. - Unit consisting of one ordinary share and one third redeemable warrant","Q","S","False","100.0","False","N","","AACQU","False"
"True","Artius Acquisition Inc. - Warrant","Q","S","False","100.0","False","N","","AACQW","False"
"True","AdvisorShares Dorsey Wright ADR ETF","P"," ","True","100.0","False","","AADR","AADR","False"
"True","Arlington Asset Investment Corp Class A (new)","N"," ","False","100.0","False","","AAIC","AAIC","False"
"True","Arlington Asset Investment Corp 7.00% ","N"," ","False","100.0","False","","AAICpB","AAIC-B","False"
"True","Arlington Asset Investment Corp 8.250% Seies C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock   ","N"," ","False","100.0","False","","AAICpC","AAIC-C","False"
"True","American Airlines Group, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AAL","False"
"True","Altisource Asset Management Corp Com","A"," ","False","100.0","False","","AAMC","AAMC","False"
"True","Atlantic American Corporation - Common Stock","Q","G","False","100.0","False","N","","AAME","False"
"True","Aarons Holdings Company, Inc. Common Stock","N"," ","False","100.0","False","","AAN","AAN","False"
"True","Applied Optoelectronics, Inc. - Common Stock","Q","G","False","100.0","False","N","","AAOI","False"
"True","AAON, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AAON","False"
"True","Advance Auto Parts Inc Advance Auto Parts Inc W/I","N"," ","False","100.0","False","","AAP","AAP","False"
"True","Apple Inc. - Common Stock","Q","Q","False","100.0","False","N","","AAPL","False"
"True","American Assets Trust, Inc. Common Stock","N"," ","False","100.0","False","","AAT","AAT","False"
"True","Almaden Minerals, Ltd. Common Shares","A"," ","False","100.0","False","","AAU","AAU","False"
"True","Atlas Air Worldwide Holdings - Common Stock","Q","Q","False","100.0","False","N","","AAWW","False"
"True","iShares MSCI All Country Asia ex Japan Index Fund","Q","G","True","100.0","False","N","","AAXJ","False"
"True","Axon Enterprise, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AAXN","False"
"True","AllianceBernstein Holding L.P.  Units","N"," ","False","100.0","False","","AB","AB","False"
"True","ABB Ltd Common Stock","N"," ","False","100.0","False","","ABB","ABB","False"
"True","AbbVie Inc. Common Stock","N"," ","False","100.0","False","","ABBV","ABBV","False"
"True","AmerisourceBergen Corporation Common Stock","N"," ","False","100.0","False","","ABC","ABC","False"
"True","Ameris Bancorp - Common Stock","Q","Q","False","100.0","False","N","","ABCB","False"
"True","Abcam plc - American Depositary Shares","Q","Q","False","100.0","False","N","","ABCM","False"
"True","Abeona Therapeutics Inc. - Common Stock","Q","S","False","100.0","False","D","","ABEO","False"
"True","Absolute Core Strategy ETF","P"," ","True","100.0","False","","ABEQ","ABEQ","False"
"True","Ambev S.A. American Depositary Shares (Each representing 1 Common Share)","N"," ","False","100.0","False","","ABEV","ABEV","False"
"True","Asbury Automotive Group Inc Common Stock","N"," ","False","100.0","False","","ABG","ABG","False"
"True","ARCA biopharma, Inc. - Common Stock","Q","S","False","100.0","False","N","","ABIO","False"
"True","ABM Industries Incorporated Common Stock","N"," ","False","100.0","False","","ABM","ABM","False"
"True","ABIOMED, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ABMD","False"
"True","Arbor Realty Trust Common Stock","N"," ","False","100.0","False","","ABR","ABR","False"
"True","Arbor Realty Trust Preferred Series A","N"," ","False","100.0","False","","ABRpA","ABR-A","False"
"True","Arbor Realty Trust Cumulative Redeemable Preferred Series B","N"," ","False","100.0","False","","ABRpB","ABR-B","False"
"True","Arbor Realty Trust Cumulative Redeemable Preferred Series C","N"," ","False","100.0","False","","ABRpC","ABR-C","False"
"True","Absolute Software Corporation - Common Stock","Q","Q","False","100.0","False","N","","ABST","False"
"True","Abbott Laboratories Common Stock","N"," ","False","100.0","False","","ABT","ABT","False"
"True","Allegiance Bancshares, Inc. - Common Stock","Q","G","False","100.0","False","N","","ABTX","False"
"True","Arbutus Biopharma Corporation - Common Stock","Q","Q","False","100.0","False","N","","ABUS","False"
"True","Associated Capital Group, Inc. Common Stock","N"," ","False","100.0","False","","AC","AC","False"
"True","Arcosa, Inc. Common Stock ","N"," ","False","100.0","False","","ACA","ACA","False"
"True","Acies Acquisition Corp. - Unit","Q","S","False","100.0","False","N","","ACACU","False"
"True","ACADIA Pharmaceuticals Inc. - Common Stock","Q","Q","False","100.0","False","N","","ACAD","False"
"True","Acamar Partners Acquisition Corp. - Class A Common Stock","Q","S","False","100.0","False","N","","ACAM","False"
"True","Acamar Partners Acquisition Corp. - Units","Q","S","False","100.0","False","N","","ACAMU","False"
"True","Acamar Partners Acquisition Corp. - Warrant","Q","S","False","100.0","False","N","","ACAMW","False"
"True","Aurora Cannabis Inc. Common Shares","N"," ","False","100.0","False","","ACB","ACB","False"
"True","Atlantic Capital Bancshares, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ACBI","False"
"True","American Campus Communities Inc Common Stock","N"," ","False","100.0","False","","ACC","ACC","False"
"True","Accolade, Inc. - common stock","Q","Q","False","100.0","False","N","","ACCD","False"
"True","Acco Brands Corporation Common Stock","N"," ","False","100.0","False","","ACCO","ACCO","False"
"True","Accel Entertainment, Inc. ","N"," ","False","100.0","False","","ACEL","ACEL","False"
"True","Acer Therapeutics Inc. - Common Stock","Q","S","False","100.0","False","N","","ACER","False"
"True","ALPS Clean Energy ETF","Z"," ","True","100.0","False","","ACES","ACES","False"
"True","Adicet Bio, Inc. - Common Stock","Q","G","False","100.0","False","N","","ACET","False"
"True","ACE Convergence Acquisition Corp. - Class A Ordinary Shares","Q","S","False","100.0","False","N","","ACEV","False"
"True","ACE Convergence Acquisition Corp. - Unit","Q","S","False","100.0","False","N","","ACEVU","False"
"True","ACE Convergence Acquisition Corp. - Warrant","Q","S","False","100.0","False","N","","ACEVW","False"
"True","Arch Capital Group Ltd. - Common Stock","Q","Q","False","100.0","False","N","","ACGL","False"
"True","Arch Capital Group Ltd. - Depositary Shares Each Representing 1/1,000th Interest in a Share of5.45% Non-Cumulative Preferred Shares, Series F","Q","Q","False","100.0","False","N","","ACGLO","False"
"True","Arch Capital Group Ltd. - Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs","Q","Q","False","100.0","False","N","","ACGLP","False"
"True","Aluminum Corporation of China Limited American Depositary Shares","N"," ","False","100.0","False","","ACH","ACH","False"
"True","Acadia Healthcare Company, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ACHC","False"
"True","Achieve Life Sciences, Inc.  - Common Shares","Q","S","False","100.0","False","N","","ACHV","False"
"True","Albertsons Companies, Inc. Class A Common Stock","N"," ","False","100.0","False","","ACI","ACI","False"
"True","Acacia Communications, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ACIA","False"
"True","Atlas Crest Investment Corp. Units, each consisting of one Class A common stock, and one-third of one redeemable warrant","N"," ","False","100.0","False","","ACIC.U","ACIC=","False"
"True","ETF Series Solutions Aptus Collared Income Opportunity ETF","Z"," ","True","100.0","False","","ACIO","ACIO","False"
"True","AC Immune SA - Common Stock","Q","G","False","100.0","False","N","","ACIU","False"
"True","ACI Worldwide, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ACIW","False"
"True","Axcelis Technologies, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ACLS","False"
"True","AECOM Common Stock","N"," ","False","100.0","False","","ACM","ACM","False"
"True","ACM Research, Inc. - Class A Common Stock","Q","G","False","100.0","False","N","","ACMR","False"
"True","Accenture plc Class A Ordinary Shares (Ireland)","N"," ","False","100.0","False","","ACN","ACN","False"
"True","ACNB Corporation - Common Stock","Q","S","False","100.0","False","N","","ACNB","False"
"True","Ascendant Digital Acquisition Corp. Class A Ordinary Shares","N"," ","False","100.0","False","","ACND","ACND","False"
"True","Ascendant Digital Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant","N"," ","False","100.0","False","","ACND.U","ACND=","False"
"True","Ascendant Digital Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share","N"," ","False","100.0","False","","ACND.WS","ACND+","False"
"True","Acorda Therapeutics, Inc. - Common Stock","Q","Q","False","100.0","False","D","","ACOR","False"
"True","Aberdeen Income Credit Strategies Fund Common Shares","N"," ","False","100.0","False","","ACP","ACP","False"
"True","Ares Commercial Real Estate Corporation Common Stock","N"," ","False","100.0","False","","ACRE","ACRE","False"
"True","Aclaris Therapeutics, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ACRS","False"
"True","AcelRx Pharmaceuticals, Inc. - Common Stock","Q","G","False","100.0","False","N","","ACRX","False"
"True","Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF","P"," ","True","100.0","False","","ACSG","ACSG","False"
"True","American Customer Satisfaction ETF","Z"," ","True","100.0","False","","ACSI","ACSI","False"
"True","Acasti Pharma, Inc. - Class A Common Stock","Q","S","False","100.0","False","D","","ACST","False"
"True","ArcLight Clean Transition Corp. - Unit","Q","S","False","100.0","False","N","","ACTCU","False"
"True","Acacia Research Corporation - Common Stock","Q","Q","False","100.0","False","N","","ACTG","False"
"True","LeaderShares Activist Leaders ETF","P"," ","True","100.0","False","","ACTV","ACTV","False"
"True","Acme United Corporation. Common Stock","A"," ","False","100.0","False","","ACU","ACU","False"
"True","AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest","N"," ","False","100.0","False","","ACV","ACV","False"
"True","American Conservative Values ETF","P"," ","True","100.0","False","","ACVF","ACVF","False"
"True","iShares MSCI Global Multifactor ETF","P"," ","True","100.0","False","","ACWF","ACWF","False"
"True","iShares MSCI ACWI Index Fund","Q","G","True","100.0","False","N","","ACWI","False"
"True","iShares MSCI Global Min Vol Factor ETF","Z"," ","True","100.0","False","","ACWV","ACWV","False"
"True","iShares MSCI ACWI ex US Index Fund","Q","G","True","100.0","False","N","","ACWX","False"
"True","AeroCentury Corp. Common Stock","A"," ","False","100.0","False","","ACY","ACY","False"
"True","Adaptimmune Therapeutics plc - American Depositary Shares","Q","Q","False","100.0","False","N","","ADAP","False"
"True","Adobe Inc. - Common Stock","Q","Q","False","100.0","False","N","","ADBE","False"
"True","Agree Realty Corporation Common Stock","N"," ","False","100.0","False","","ADC","ADC","False"
"True","ADC Therapeutics SA Common Shares","N"," ","False","100.0","False","","ADCT","ADCT","False"
"True","Advanced Emissions Solutions, Inc. - Common Stock","Q","G","False","100.0","False","N","","ADES","False"
"True","Anfield Dynamic Fixed Income ETF","Z"," ","True","100.0","False","","ADFI","ADFI","False"
"True","Analog Devices, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ADI","False"
"True","Adial Pharmaceuticals, Inc - Common Stock","Q","S","False","100.0","False","N","","ADIL","False"
"True","Adial Pharmaceuticals, Inc - Warrant","Q","S","False","100.0","False","N","","ADILW","False"
"True","Archer-Daniels-Midland Company Common Stock","N"," ","False","100.0","False","","ADM","ADM","False"
"True","ADMA Biologics Inc - Common Stock","Q","G","False","100.0","False","N","","ADMA","False"
"True","Aptus Drawdown Managed Equity ETF","Z"," ","True","100.0","False","","ADME","ADME","False"
"True","Adamis Pharmaceuticals Corporation - Common Stock","Q","S","False","100.0","False","D","","ADMP","False"
"True","Adamas Pharmaceuticals, Inc. - Common Stock","Q","G","False","100.0","False","N","","ADMS","False"
"True","Adient plc Ordinary Shares ","N"," ","False","100.0","False","","ADNT","ADNT","False"
"True","Edoc Acquisition Corp. - Unit","Q","S","False","100.0","False","N","","ADOCU","False"
"True","Automatic Data Processing, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ADP","False"
"True","Adaptive Biotechnologies Corporation - Common Stock","Q","Q","False","100.0","False","N","","ADPT","False"
"True","Invesco BLDRS Emerging Markets 50 ADR Index Fund","Q","G","True","100.0","False","N","","ADRE","False"
"True","Alliance Data Systems Corporation Common Stock","N"," ","False","100.0","False","","ADS","ADS","False"
"True","Autodesk, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ADSK","False"
"True","ADT Inc. Common Stock","N"," ","False","100.0","False","","ADT","ADT","False"
"True","ADTRAN, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ADTN","False"
"True","ADiTx Therapeutics, Inc. - Common Stock","Q","S","False","100.0","False","N","","ADTX","False"
"True","Addus HomeCare Corporation - Common Stock","Q","Q","False","100.0","False","N","","ADUS","False"
"True","Advantage Solutions Inc.  - Class A Common Stock","Q","Q","False","100.0","False","N","","ADV","False"
"True","Adverum Biotechnologies, Inc. - Common Stock","Q","G","False","100.0","False","N","","ADVM","False"
"True","Advantage Solutions Inc.  - Warrant","Q","Q","False","100.0","False","N","","ADVWW","False"
"True","Adams Diversified Equity Fund Inc.","N"," ","False","100.0","False","","ADX","ADX","False"
"True","Addex Therapeutics Ltd - American Depositary Shares","Q","S","False","100.0","False","N","","ADXN","False"
"True","Advaxis, Inc. - Common Stock","Q","Q","False","100.0","False","D","","ADXS","False"
"True","Adams Resources & Energy, Inc. Common Stock","A"," ","False","100.0","False","","AE","AE","False"
"True","AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands)","N"," ","False","100.0","False","","AEB","AEB","False"
"True","Ameren Corporation Common Stock","N"," ","False","100.0","False","","AEE","AEE","False"
"True","Aberdeen Emerging Markets Equity Income Fund, Inc. Common Stock","A"," ","False","100.0","False","","AEF","AEF","False"
"True","Aegon Funding Company LLC 5.10% Subordinated Notes due 2049","N"," ","False","100.0","False","","AEFC","AEFC","False"
"True","AEGON N.V. Common Stock","N"," ","False","100.0","False","","AEG","AEG","False"
"True","Aegion Corp - Class A Common Stock","Q","Q","False","100.0","False","N","","AEGN","False"
"True","Antelope Enterprise Holdings Limited - Common Stock","Q","S","False","100.0","False","N","","AEHL","False"
"True","Aehr Test Systems - Common Stock","Q","S","False","100.0","False","N","","AEHR","False"
"True","Advanced Energy Industries, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AEIS","False"
"True","American Equity Investment Life Holding Company Common Stock","N"," ","False","100.0","False","","AEL","AEL","False"
"True","American Equity Investment Life Holding Company Depositary Shares, each representing a 1/1,000th interest in a share of 5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock, Series A","N"," ","False","100.0","False","","AELpA","AEL-A","False"
"True","American Equity Investment Life Holding Company Depositary Shares, each representing a 1/1,000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock, Series B","N"," ","False","100.0","False","","AELpB","AEL-B","False"
"True","Agnico Eagle Mines Limited Common Stock","N"," ","False","100.0","False","","AEM","AEM","False"
"True","Aethlon Medical, Inc. - Common Stock","Q","S","False","100.0","False","N","","AEMD","False"
"True","Aenza S.A.A. American Depositary Shares","N"," ","False","100.0","False","","AENZ","AENZ","False"
"True","American Eagle Outfitters, Inc. Common Stock","N"," ","False","100.0","False","","AEO","AEO","False"
"True","American Electric Power Company, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AEP","False"
"True","American Electric Power Company, Inc. - Corporate Unit","Q","Q","False","100.0","False","N","","AEPPL","False"
"True","American Electric Power Company, Inc. - Corporate Unit","Q","Q","False","100.0","False","N","","AEPPZ","False"
"True","AerCap Holdings N.V. Ordinary Shares","N"," ","False","100.0","False","","AER","AER","False"
"True","Aerie Pharmaceuticals, Inc. - Common Stock","Q","G","False","100.0","False","N","","AERI","False"
"True","The AES Corporation Common Stock","N"," ","False","100.0","False","","AES","AES","False"
"True","Allied Esports Entertainment, Inc. - Common Stock","Q","S","False","100.0","False","N","","AESE","False"
"True","Anfield U.S. Equity Sector Rotation ETF","Z"," ","True","100.0","False","","AESR","AESR","False"
"True","ADDvantage Technologies Group, Inc. - Common Stock","Q","G","False","100.0","False","N","","AEY","False"
"True","AudioEye, Inc. - Common Stock","Q","S","False","100.0","False","N","","AEYE","False"
"True","Aeterna Zentaris Inc. - Common Stock","Q","S","False","100.0","False","D","","AEZS","False"
"True","AllianceBernstein National Municipal Income Fund Inc","N"," ","False","100.0","False","","AFB","AFB","False"
"True","Allied Capital Corporation Allied Capital Corporation 6.875% Notes due April 15, 2047","N"," ","False","100.0","False","","AFC","AFC","False"
"True","American Financial Group, Inc. Common Stock","N"," ","False","100.0","False","","AFG","AFG","False"
"True","American Financial Group, Inc. 5.875% Subordinated Debentures due 2059","N"," ","False","100.0","False","","AFGB","AFGB","False"
"True","American Financial Group, Inc. 5.125% Subordinated Debentures due 2059","N"," ","False","100.0","False","","AFGC","AFGC","False"
"True","American Financial Group, Inc. 5.625% Subordinated Debentures due 2060","N"," ","False","100.0","False","","AFGD","AFGD","False"
"True","American Financial Group, Inc. 4.500% Subordinated Debentures due 2060","N"," ","False","100.0","False","","AFGE","AFGE","False"
"True","American Financial Group, Inc. 6% Subordinated Debentures due 2055","N"," ","False","100.0","False","","AFGH","AFGH","False"
"True","Armstrong Flooring, Inc. Common Stock","N"," ","False","100.0","False","","AFI","AFI","False"
"True","Acutus Medical, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AFIB","False"
"True","Anfield Universal Fixed Income ETF","Z"," ","True","100.0","False","","AFIF","AFIF","False"
"True","American Finance Trust, Inc. - Class A Common Stock","Q","Q","False","100.0","False","N","","AFIN","False"
"True","American Finance Trust, Inc. - 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock","Q","Q","False","100.0","False","N","","AFINP","False"
"True","VanEck Vectors-Africa Index ETF","P"," ","True","100.0","False","","AFK","AFK","False"
"True","AFLAC Incorporated Common Stock","N"," ","False","100.0","False","","AFL","AFL","False"
"True","First Trust Active Factor Large Cap ETF","P"," ","True","100.0","False","","AFLG","AFLG","False"
"True","First Trust Active Factor Mid Cap ETF","P"," ","True","100.0","False","","AFMC","AFMC","False"
"True","Affimed N.V. - Common Stock","Q","G","False","100.0","False","N","","AFMD","False"
"True","First Trust Active Factor Small Cap ETF","P"," ","True","100.0","False","","AFSM","AFSM","False"
"True","Apollo Senior Floating Rate Fund Inc. Common Stock","N"," ","False","100.0","False","","AFT","AFT","False"
"True","Pacer CSOP FTSE China A50 ETF","P"," ","True","100.0","False","","AFTY","AFTY","False"
"True","Afya Limited - Class A Common Shares","Q","Q","False","100.0","False","N","","AFYA","False"
"True","First Majestic Silver Corp. Ordinary Shares (Canada)","N"," ","False","100.0","False","","AG","AG","False"
"True","AGBA Acquisition Limited - Ordinary Share","Q","S","False","100.0","False","N","","AGBA","False"
"True","AGBA Acquisition Limited - Right","Q","S","False","100.0","False","N","","AGBAR","False"
"True","AGBA Acquisition Limited - Unit","Q","S","False","100.0","False","N","","AGBAU","False"
"True","AGBA Acquisition Limited - Warrant","Q","S","False","100.0","False","N","","AGBAW","False"
"True","AGCO Corporation Common Stock","N"," ","False","100.0","False","","AGCO","AGCO","False"
"True","Altimeter Growth Corp. - Unit","Q","S","False","100.0","False","N","","AGCUU","False"
"True","Aberdeen Global Dynamic Dividend Fund","N"," ","False","100.0","False","","AGD","AGD","False"
"True","AgeX Therapeutics, Inc. Common Stock","A"," ","False","100.0","False","","AGE","AGE","False"
"True","Agenus Inc. - Common Stock","Q","S","False","100.0","False","N","","AGEN","False"
"True","AgroFresh Solutions, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AGFS","False"
"True","iShares Core U.S. Aggregate Bond ETF","P"," ","True","100.0","False","","AGG","AGG","False"
"True","IQ Enhanced Core Plus Bond U.S. ETF","P"," ","True","100.0","False","","AGGP","AGGP","False"
"True","WisdomTree Yield Enhanced U.S. Aggregate Bond Fund","P"," ","True","100.0","False","","AGGY","AGGY","False"
"True","Alamos Gold Inc. Class A Common Shares","N"," ","False","100.0","False","","AGI","AGI","False"
"True","Agios Pharmaceuticals, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AGIO","False"
"True","Aeglea BioTherapeutics, Inc. - Common Stock","Q","G","False","100.0","False","N","","AGLE","False"
"True","Federal Agricultural Mortgage Corporation Common Stock","N"," ","False","100.0","False","","AGM","AGM","False"
"True","Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg","N"," ","False","100.0","False","","AGMpC","AGM-C","False"
"True","Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock, Series D","N"," ","False","100.0","False","","AGMpD","AGM-D","False"
"True","Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock, Series E","N"," ","False","100.0","False","","AGMpE","AGM-E","False"
"True","Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock, Series F","N"," ","False","100.0","False","","AGMpF","AGM-F","False"
"True","Federal Agricultural Mortgage Corporation Common Stock","N"," ","False","100.0","False","","AGM.A","AGM.A","False"
"True","AGM Group Holdings Inc. - Class A Ordinary Shares","Q","S","False","100.0","False","N","","AGMH","False"
"True","AGNC Investment Corp. - Common Stock","Q","Q","False","100.0","False","N","","AGNC","False"
"True","AGNC Investment Corp. - Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock","Q","Q","False","100.0","False","N","","AGNCM","False"
"True","AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock","Q","Q","False","100.0","False","N","","AGNCN","False"
"True","AGNC Investment Corp. - Depositary Shares, each representing a 1/1,000th interest in a share of Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock","Q","Q","False","100.0","False","N","","AGNCO","False"
"True","AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","Q","Q","False","100.0","False","N","","AGNCP","False"
"True","Assured Guaranty Ltd. Common Stock","N"," ","False","100.0","False","","AGO","AGO","False"
"True","Assured Guaranty Ltd.","N"," ","False","100.0","False","","AGOpB","AGO-B","False"
"True","Assured Guaranty Ltd.","N"," ","False","100.0","False","","AGOpE","AGO-E","False"
"True","Assured Guaranty Ltd.","N"," ","False","100.0","False","","AGOpF","AGO-F","False"
"True","ProShares Ultra Silver","P"," ","True","100.0","False","","AGQ","AGQ","False"
"True","Avangrid, Inc. Common Stock","N"," ","False","100.0","False","","AGR","AGR","False"
"True","Adecoagro S.A. Common Shares","N"," ","False","100.0","False","","AGRO","AGRO","False"
"True","Agile Therapeutics, Inc. - Common Stock","Q","S","False","100.0","False","N","","AGRX","False"
"True","PlayAGS, Inc. Common Stock","N"," ","False","100.0","False","","AGS","AGS","False"
"True","iShares MSCI Argentina and Global Exposure ETF","Z"," ","True","100.0","False","","AGT","AGT","False"
"True","Applied Genetic Technologies Corporation - Common Stock","Q","G","False","100.0","False","N","","AGTC","False"
"True","Argan, Inc. Common Stock","N"," ","False","100.0","False","","AGX","AGX","False"
"True","Agilysys, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AGYS","False"
"True","iShares  Agency Bond ETF","P"," ","True","100.0","False","","AGZ","AGZ","False"
"True","WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund","Q","G","True","100.0","False","N","","AGZD","False"
"True","Alpha Healthcare Acquisition Corp. - Common Stock","Q","S","False","100.0","False","N","","AHAC","False"
"True","Alpha Healthcare Acquisition Corp. - Unit","Q","S","False","100.0","False","N","","AHACU","False"
"True","Alpha Healthcare Acquisition Corp. - Warrant","Q","S","False","100.0","False","N","","AHACW","False"
"True","A.H. Belo Corporation (TX) Common Stock","N"," ","False","100.0","False","","AHC","AHC","False"
"True","AdaptHealth Corp.  - Class A Common Stock","Q","S","False","100.0","False","N","","AHCO","False"
"True","Armada Hoffler Properties, Inc. Common Stock","N"," ","False","100.0","False","","AHH","AHH","False"
"True","Armada Hoffler Properties, Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock","N"," ","False","100.0","False","","AHHpA","AHH-A","False"
"True","Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares","N"," ","False","100.0","False","","AHLpC","AHL-C","False"
"True","Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares","N"," ","False","100.0","False","","AHLpD","AHL-D","False"
"True","Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares","N"," ","False","100.0","False","","AHLpE","AHL-E","False"
"True","Allied Healthcare Products, Inc. - Common Stock","Q","S","False","100.0","False","N","","AHPI","False"
"True","Ashford Hospitality Trust Inc Common Stock","N"," ","False","100.0","False","","AHT","AHT","False"
"True","Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock","N"," ","False","100.0","False","","AHTpD","AHT-D","False"
"True","Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock","N"," ","False","100.0","False","","AHTpF","AHT-F","False"
"True","Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock","N"," ","False","100.0","False","","AHTpG","AHT-G","False"
"True","Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock","N"," ","False","100.0","False","","AHTpH","AHT-H","False"
"True","Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock","N"," ","False","100.0","False","","AHTpI","AHT-I","False"
"True","iShares Asia 50 ETF","Q","G","True","100.0","False","N","","AIA","False"
"True","Arlington Asset Investment Corp 6.750% Notes due 2025","N"," ","False","100.0","False","","AIC","AIC","False"
"True","AI Powered Equity ETF","P"," ","True","100.0","False","","AIEQ","AIEQ","False"
"True","Apollo Tactical Income Fund Inc. Common Stock","N"," ","False","100.0","False","","AIF","AIF","False"
"True","American International Group, Inc. New Common Stock","N"," ","False","100.0","False","","AIG","AIG","False"
"True","American International Group, Inc. Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock","N"," ","False","100.0","False","","AIGpA","AIG-A","False"
"True","American International Group, Inc. Warrant expiring January 19, 2021","N"," ","False","100.0","False","","AIG.WS","AIG+","False"
"True","Aesthetic Medical International Holdings Group Ltd. - American Depositary Shares","Q","G","False","100.0","False","N","","AIH","False"
"True","Senmiao Technology Limited - Common Stock","Q","S","False","100.0","False","D","","AIHS","False"
"True","AI Powered International Equity ETF","P"," ","True","100.0","False","","AIIQ","AIIQ","False"
"True","AIkido Pharma Inc. - Common Stock","Q","S","False","100.0","False","D","","AIKI","False"
"True","AIM ImmunoTech Inc. Common Stock","A"," ","False","100.0","False","","AIM","AIM","False"
"True","Altra Industrial Motion Corp. - Common Stock","Q","Q","False","100.0","False","N","","AIMC","False"
"True","Albany International Corporation Common Stock","N"," ","False","100.0","False","","AIN","AIN","False"
"True","Ashford Inc. (Holding Company) Common Stock","A"," ","False","100.0","False","","AINC","AINC","False"
"True","Apollo Investment Corporation - Closed End Fund","Q","Q","False","100.0","False","N","","AINV","False"
"True","AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares","N"," ","False","100.0","False","","AIO","AIO","False"
"True","Global X Artificial Intelligence & Technology ETF","Q","G","True","100.0","False","N","","AIQ","False"
"True","AAR Corp. Common Stock","N"," ","False","100.0","False","","AIR","AIR","False"
"True","Airgain, Inc. - Common Stock","Q","S","False","100.0","False","N","","AIRG","False"
"True","Air Industries Group Common Stock","A"," ","False","100.0","False","","AIRI","AIRI","False"
