"Nasdaq Traded","Security Name","Listing Exchange","Market Category","ETF","Round Lot Size","Test Issue","Financial Status","CQS Symbol","NASDAQ Symbol","NextShares"
"True","United Microelectronics Corporation (NEW) Common Stock","N"," ","False","100.0","False","","UMC","UMC","False"
"True","UltraPro MidCap400","P"," ","True","100.0","False","","UMDD","UMDD","False"
"True","UMH Properties, Inc. Common Stock","N"," ","False","100.0","False","","UMH","UMH","False"
"True","UMH Properties, Inc. 6.75% Series C Cumulative Redeemable Preferred Stock,  Liquidation Preference $25 per share","N"," ","False","100.0","False","","UMHpC","UMH-C","False"
"True","UMH Properties, Inc. 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share","N"," ","False","100.0","False","","UMHpD","UMH-D","False"
"True","Umpqua Holdings Corporation - Common Stock","Q","Q","False","100.0","False","N","","UMPQ","False"
"True","Unilever NV Common Stock","N"," ","False","100.0","False","","UN","UN","False"
"True","Unico American Corporation - Common Stock","Q","G","False","100.0","False","N","","UNAM","False"
"True","Union Bankshares, Inc. - Common Stock","Q","G","False","100.0","False","N","","UNB","False"
"True","Unifirst Corporation Common Stock","N"," ","False","100.0","False","","UNF","UNF","False"
"True","United Natural Foods, Inc. Common Stock","N"," ","False","100.0","False","","UNFI","UNFI","False"
"True","United States Natural Gas Fund LP","P"," ","True","100.0","False","","UNG","UNG","False"
"True","UnitedHealth Group Incorporated Common Stock (DE)","N"," ","False","100.0","False","","UNH","UNH","False"
"True","Uniti Group Inc. - Common Stock","Q","Q","False","100.0","False","N","","UNIT","False"
"True","United States 12 Month Natural Gas Fund","P"," ","True","100.0","False","","UNL","UNL","False"
"True","Unum Group Common Stock","N"," ","False","100.0","False","","UNM","UNM","False"
"True","Unum Group 6.250% Junior Subordinated Notes due 2058","N"," ","False","100.0","False","","UNMA","UNMA","False"
"True","Innovator S&P 500 Ultra Buffer ETF - November","Z"," ","True","100.0","False","","UNOV","UNOV","False"
"True","Union Pacific Corporation Common Stock","N"," ","False","100.0","False","","UNP","UNP","False"
"True","Unity Bancorp, Inc. - Common Stock","Q","G","False","100.0","False","N","","UNTY","False"
"True","Univar Solutions Inc. Common Stock","N"," ","False","100.0","False","","UNVR","UNVR","False"
"True","Innovator S&P 500 Ultra Buffer ETF - October","Z"," ","True","100.0","False","","UOCT","UOCT","False"
"True","Urban One, Inc.  - Class A Common Stock","Q","S","False","100.0","False","N","","UONE","False"
"True","Urban One, Inc.  - Class D Common Stock","Q","S","False","100.0","False","N","","UONEK","False"
"True","Upland Software, Inc. - Common Stock","Q","G","False","100.0","False","N","","UPLD","False"
"True","ProShares UltraPro S&P 500","P"," ","True","100.0","False","","UPRO","UPRO","False"
"True","United Parcel Service, Inc. Common Stock","N"," ","False","100.0","False","","UPS","UPS","False"
"True","ProShares Ultra FTSE Europe","P"," ","True","100.0","False","","UPV","UPV","False"
"True","ProShares Ultra Utilities","P"," ","True","100.0","False","","UPW","UPW","False"
"True","Upwork Inc. - Common Stock","Q","Q","False","100.0","False","N","","UPWK","False"
"True","Global X Uranium ETF","P"," ","True","100.0","False","","URA","URA","False"
"True","Urban Outfitters, Inc. - Common Stock","Q","Q","False","100.0","False","N","","URBN","False"
"True","ProShares Ultra Real Estate","P"," ","True","100.0","False","","URE","URE","False"
"True","Ur Energy Inc Common Shares (Canada)","A"," ","False","100.0","False","","URG","URG","False"
"True","UroGen Pharma Ltd. - Ordinary Shares","Q","G","False","100.0","False","N","","URGN","False"
"True","United Rentals, Inc. Common Stock","N"," ","False","100.0","False","","URI","URI","False"
"True","NorthShore Global Uranium Mining ETF","P"," ","True","100.0","False","","URNM","URNM","False"
"True","Urovant Sciences Ltd. - Common Stock","Q","Q","False","100.0","False","N","","UROV","False"
"True","Ishares MSCI World Index Fund","P"," ","True","100.0","False","","URTH","URTH","False"
"True","ProShares UltraPro Russell2000","P"," ","True","100.0","False","","URTY","URTY","False"
"True","Liberty All-Star Equity Fund Common Stock","N"," ","False","100.0","False","","USA","USA","False"
"True","USA Compression Partners, LP Common Units Representing Limited Partner Interests","N"," ","False","100.0","False","","USAC","USAC","False"
"True","Pacer American Energy Independence ETF","P"," ","True","100.0","False","","USAI","USAI","False"
"True","USA Truck, Inc. - Common Stock","Q","Q","False","100.0","False","N","","USAK","False"
"True","Universal Stainless & Alloy Products, Inc. - Common Stock","Q","Q","False","100.0","False","N","","USAP","False"
"True","Americas Gold and Silver Corporation Common Shares, no par value","A"," ","False","100.0","False","","USAS","USAS","False"
"True","U.S. Gold Corp. - Common Stock","Q","S","False","100.0","False","N","","USAU","False"
"True","U.S. Bancorp Common Stock","N"," ","False","100.0","False","","USB","USB","False"
"True","U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock","N"," ","False","100.0","False","","USBpA","USB-A","False"
"True","U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B","N"," ","False","100.0","False","","USBpH","USB-H","False"
"True","U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F","N"," ","False","100.0","False","","USBpM","USB-M","False"
"True","US Bancorp Del Dep Shs Repstg 1/1000th Perp Pfd Ser H","N"," ","False","100.0","False","","USBpO","USB-O","False"
"True","U.S. Bancorp Depositary Shares each representing a 1/1,000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock","N"," ","False","100.0","False","","USBpP","USB-P","False"
"True","U.S. Bancorp Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock","N"," ","False","100.0","False","","USBpQ","USB-Q","False"
"True","United States Commodity Index Fund ETV","P"," ","True","100.0","False","","USCI","USCI","False"
"True","U S Concrete, Inc. - Common Stock","Q","Q","False","100.0","False","N","","USCR","False"
"True","ProShares Ultra Semiconductors","P"," ","True","100.0","False","","USD","USD","False"
"True","USD Partners LP Common Units representing limited partner interest","N"," ","False","100.0","False","","USDP","USDP","False"
"True","WisdomTree Bloomberg U.S. Dollar Bullish Fund","P"," ","True","100.0","False","","USDU","USDU","False"
"True","U.S. Energy Corp. - Common Stock","Q","S","False","100.0","False","N","","USEG","False"
"True","Innovator ETFs Trust Innovator S&P 500 Ultra Buffer ETF - September","Z"," ","True","100.0","False","","USEP","USEP","False"
"True","Invesco Russell 1000 Enhanced Equal Weight ETF","Z"," ","True","100.0","False","","USEQ","USEQ","False"
"True","US Foods Holding Corp. Common Stock","N"," ","False","100.0","False","","USFD","USFD","False"
"True","WisdomTree Floating Rate Treasury Fund","P"," ","True","100.0","False","","USFR","USFR","False"
"True","AGFiQ Dynamic Hedged U.S. Equity ETF","P"," ","True","100.0","False","","USHG","USHG","False"
"True","iShares Broad USD High Yield Corporate Bond ETF","Z"," ","True","100.0","False","","USHY","USHY","False"
"True","Principal Ultra-Short Active Income ETF","P"," ","True","100.0","False","","USI","USI","False"
"True","iShares Broad USD Investment Grade Corporate Bond ETF","Q","G","True","100.0","False","N","","USIG","False"
"True","Usio, Inc. - Common Stock","Q","S","False","100.0","False","N","","USIO","False"
"True","United States 12 Month Oil","P"," ","True","100.0","False","","USL","USL","False"
"True","Invesco Russell 1000 Low Beta Equal Weight ETF","Q","G","True","100.0","False","N","","USLB","False"
"True","United States Lime & Minerals, Inc. - Common Stock","Q","Q","False","100.0","False","N","","USLM","False"
"True","United States Cellular Corporation Common Stock","N"," ","False","100.0","False","","USM","USM","False"
"True","Principal U.S. Mega-Cap ETF","Q","G","True","100.0","False","N","","USMC","False"
"True","WisdomTree U.S. Multifactor Fund","Z"," ","True","100.0","False","","USMF","USMF","False"
"True","iShares MSCI USA Min Vol Factor ETF","Z"," ","True","100.0","False","","USMV","USMV","False"
"True","USANA Health Sciences, Inc. Common Stock","N"," ","False","100.0","False","","USNA","USNA","False"
"True","United States Oil Fund","P"," ","True","100.0","False","","USO","USO","False"
"True","Credit Suisse X-Links Crude Oil Shares Covered Call ETN","Q","G","False","100.0","False","N","","USOI","False"
"True","U.S. Physical Therapy, Inc. Common Stock","N"," ","False","100.0","False","","USPH","USPH","False"
"True","iShares Core U.S. REIT ETF","P"," ","True","100.0","False","","USRT","USRT","False"
"True","Xtrackers MSCI USA ESG Leaders Equity ETF","P"," ","True","100.0","False","","USSG","USSG","False"
"True","ProShares Ultra 7-10 Year Treasury","P"," ","True","100.0","False","","UST","UST","False"
"True","VictoryShares USAA Core Short-Term Bond ETF","P"," ","True","100.0","False","","USTB","USTB","False"
"True","E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Silver ETN","P"," ","False","100.0","False","","USV","USV","False"
"True","VictoryShares USAA MSCI USA Small Cap Value Momentum ETF","P"," ","True","100.0","False","","USVM","USVM","False"
"True","U.S. Well Services, Inc. - Class A Common Stock","Q","S","False","100.0","False","D","","USWS","False"
"True","U.S. Well Services, Inc. - Warrants","Q","S","False","100.0","False","D","","USWSW","False"
"True","U.S. Xpress Enterprises, Inc. Class A Common Stock","N"," ","False","100.0","False","","USX","USX","False"
"True","iShares ESG Advanced MSCI USA ETF","Q","G","True","100.0","False","N","","USXF","False"
"True","Virtus Reaves Utilities ETF","P"," ","True","100.0","False","","UTES","UTES","False"
"True","Cohen & Steers Infrastructure Fund, Inc Common Stock","N"," ","False","100.0","False","","UTF","UTF","False"
"True","Reaves Utility Income Fund Common Shares of Beneficial Interest","A"," ","False","100.0","False","","UTG","UTG","False"
"True","United Therapeutics Corporation - Common Stock","Q","Q","False","100.0","False","N","","UTHR","False"
"True","Universal Technical Institute Inc Common Stock","N"," ","False","100.0","False","","UTI","UTI","False"
"True","UNITIL Corporation Common Stock","N"," ","False","100.0","False","","UTL","UTL","False"
"True","Utah Medical Products, Inc. - Common Stock","Q","Q","False","100.0","False","N","","UTMD","False"
"True","Vesper US Large Cap Short-Term Reversal Strategy ETF","P"," ","True","100.0","False","","UTRN","UTRN","False"
"True","UTStarcom Holdings Corp - Ordinary Shares","Q","Q","False","100.0","False","N","","UTSI","False"
"True","Direxion Daily Utilities Bull 3X Shares","P"," ","True","100.0","False","","UTSL","UTSL","False"
"True","Utz Brands Inc Class A Common Stock ","N"," ","False","100.0","False","","UTZ","UTZ","False"
"True","Utz Brands, Inc. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share","N"," ","False","100.0","False","","UTZ.WS","UTZ+","False"
"True","Invesco DB USD Index Bullish Fund ETF","P"," ","True","100.0","False","","UUP","UUP","False"
"True","Universal Security Instruments, Inc. Common Stock","A"," ","False","100.0","False","","UUU","UUU","False"
"True","Energy Fuels Inc Ordinary Shares (Canada)","A"," ","False","100.0","False","","UUUU","UUUU","False"
"True","Energy Fuels Inc Warrants, exercisable for one common share until September 20, 2021 at an exercise price of $2.45","A"," ","False","100.0","False","","UUUU.WS","UUUU+","False"
"True","UNIVERSAL INSURANCE HOLDINGS INC Common Stock","N"," ","False","100.0","False","","UVE","UVE","False"
"True","Univest Financial Corporation - Common Stock","Q","Q","False","100.0","False","N","","UVSP","False"
"True","Universal Corporation Common Stock","N"," ","False","100.0","False","","UVV","UVV","False"
"True","ProShares Trust Ultra VIX Short Term Futures ETF","P"," ","True","100.0","False","","UVXY","UVXY","False"
"True","ProShares Ultra Russell2000","P"," ","True","100.0","False","","UWM","UWM","False"
"True","ProShares Ultra Industrials","P"," ","True","100.0","False","","UXI","UXI","False"
"True","Uxin Limited - American Depositary Shares","Q","Q","False","100.0","False","N","","UXIN","False"
"True","ProShares Ultra Financials","P"," ","True","100.0","False","","UYG","UYG","False"
"True","ProShares Ultra Basic Materials","P"," ","True","100.0","False","","UYM","UYM","False"
"True","United States Cellular Corporation 6.95% Senior Notes due 2060","N"," ","False","100.0","False","","UZA","UZA","False"
"True","United States Cellular Corporation 7.25% Senior Notes due 2063","N"," ","False","100.0","False","","UZB","UZB","False"
"True","United States Cellular Corporation 7.25% Senior Notes due 2064","N"," ","False","100.0","False","","UZC","UZC","False"
"True","United States Cellular Corporation 6.250% Senior Notes due 2069","N"," ","False","100.0","False","","UZD","UZD","False"
"True","Visa Inc.","N"," ","False","100.0","False","","V","V","False"
"True","Marriott Vacations Worldwide Corporation Common Stock","N"," ","False","100.0","False","","VAC","VAC","False"
"True","Vector Acquisition Corporation - Unit","Q","S","False","100.0","False","N","","VACQU","False"
"True","VALE S.A.  American Depositary Shares Each Representing one common share","N"," ","False","100.0","False","","VALE","VALE","False"
"True","American Century STOXX U.S. Quality Value ETF","P"," ","True","100.0","False","","VALQ","VALQ","False"
"True","ETFMG Sit Ultra Short ETF","P"," ","True","100.0","False","","VALT","VALT","False"
"True","Value Line, Inc. - Common Stock","Q","S","False","100.0","False","N","","VALU","False"
"True","Cambria ETF Trust Cambria Value and Momentum ETF","Z"," ","True","100.0","False","","VAMO","VAMO","False"
"True","Vapotherm, Inc. Common Stock","N"," ","False","100.0","False","","VAPO","VAPO","False"
"True","Varian Medical Systems, Inc. Common Stock","N"," ","False","100.0","False","","VAR","VAR","False"
"True","Vanguard Materials ETF","P"," ","True","100.0","False","","VAW","VAW","False"
"True","Vanguard Small-Cap ETF","P"," ","True","100.0","False","","VB","VB","False"
"True","Invesco Bond Fund Common Stock","N"," ","False","100.0","False","","VBF","VBF","False"
"True","Village Bank and Trust Financial Corp. - Common Stock","Q","S","False","100.0","False","N","","VBFC","False"
"True","VBI Vaccines, Inc. - Ordinary Shares","Q","S","False","100.0","False","N","","VBIV","False"
"True","Vanguard Small-Cap Growth ETF","P"," ","True","100.0","False","","VBK","VBK","False"
"True","Vascular Biogenics Ltd. - Ordinary Shares","Q","G","False","100.0","False","N","","VBLT","False"
"True","ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund","P"," ","True","100.0","False","","VBND","VBND","False"
"True","Vanguard Small-Cap Value ETF","P"," ","True","100.0","False","","VBR","VBR","False"
"True","Veritex Holdings, Inc. - Common Stock","Q","G","False","100.0","False","N","","VBTX","False"
"True","Visteon Corporation - Common Stock","Q","Q","False","100.0","False","N","","VC","False"
"True","Vanguard World Funds ETF","Z"," ","True","100.0","False","","VCEB","VCEB","False"
"True","Vericel Corporation - Common Stock","Q","S","False","100.0","False","N","","VCEL","False"
"True","Delaware Investments Colorado Municipal Income Fund, Inc  Common Stock","A"," ","False","100.0","False","","VCF","VCF","False"
"True","Vertical Capital Income Fund Common Shares of Beneficial Interest","N"," ","False","100.0","False","","VCIF","VCIF","False"
"True","Vanguard Intermediate-Term Corporate Bond ETF","Q","G","True","100.0","False","N","","VCIT","False"
"True","Vanguard Long-Term Corporate Bond ETF","Q","G","True","100.0","False","N","","VCLT","False"
"True","Vaccinex, Inc. - Common Stock","Q","S","False","100.0","False","N","","VCNX","False"
"True","Vanguard Consumer Discretion ETF","P"," ","True","100.0","False","","VCR","VCR","False"
"True","Vocera Communications, Inc. Common Stock","N"," ","False","100.0","False","","VCRA","VCRA","False"
"True","Vanguard Short-Term Corporate Bond ETF","Q","G","True","100.0","False","N","","VCSH","False"
"True","Victory Capital Holdings, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VCTR","False"
"True","Invesco California Value Municipal Income Trust Common Stock","N"," ","False","100.0","False","","VCV","VCV","False"
"True","Veracyte, Inc. - Common Stock","Q","G","False","100.0","False","N","","VCYT","False"
"True","Vanguard Consumer Staples ETF","P"," ","True","100.0","False","","VDC","VDC","False"
"True","Vanguard Energy ETF","P"," ","True","100.0","False","","VDE","VDE","False"
"True","Vanguard FTSE Developed Markets ETF","P"," ","True","100.0","False","","VEA","VEA","False"
"True","Vectrus, Inc. Common Stock","N"," ","False","100.0","False","","VEC","VEC","False"
"True","Veeco Instruments Inc. - Common Stock","Q","Q","False","100.0","False","N","","VECO","False"
"True","Vedanta Limited  American Depositary Shares (Each representing four equity shares)","N"," ","False","100.0","False","","VEDL","VEDL","False"
"True","Veeva Systems Inc. Class A Common Stock","N"," ","False","100.0","False","","VEEV","VEEV","False"
"True","AdvisorShares STAR Global Buy-Write ETF","P"," ","True","100.0","False","","VEGA","VEGA","False"
"True","iShares MSCI Agriculture Producers Fund","P"," ","True","100.0","False","","VEGI","VEGI","False"
"True","US Vegan Climate Index","P"," ","True","100.0","False","","VEGN","VEGN","False"
"True","Velocity Financial, Inc. Common Stock","N"," ","False","100.0","False","","VEL","VEL","False"
"True","VEON Ltd. - American Depositary Shares","Q","Q","False","100.0","False","N","","VEON","False"
"True","VEREIT, Inc. Common Stock","N"," ","False","100.0","False","","VER","VER","False"
"True","VEREIT, Inc. 6.70% Series F Cumulative Redeemable Preferred Stock","N"," ","False","100.0","False","","VERpF","VER-F","False"
"True","Verb Technology Company, Inc. - Common Stock","Q","S","False","100.0","False","N","","VERB","False"
"True","Verb Technology Company, Inc. - Warrant","Q","S","False","100.0","False","N","","VERBW","False"
"True","Veritone, Inc. - Common Stock","Q","G","False","100.0","False","N","","VERI","False"
"True","Venus Concept Inc.  - Common Stock","Q","G","False","100.0","False","N","","VERO","False"
"True","Vertiv Holdings, LLC Units, each consisting of one share of Class A common stock and one-third of one redeemable warrant","N"," ","False","100.0","False","","VERT.U","VERT=","False"
"True","Veru Inc. - Common Stock","Q","S","False","100.0","False","N","","VERU","False"
"True","Vertex, Inc. - Class A Common Stock","Q","G","False","100.0","False","N","","VERX","False"
"True","Vericity, Inc. - Common Stock","Q","S","False","100.0","False","N","","VERY","False"
"True","Vermilion Energy Inc. Common (Canada)","N"," ","False","100.0","False","","VET","VET","False"
"True","Pacer Military Times Best Employers ETF","Q","G","True","100.0","False","N","","VETS","False"
"True","Vanguard FTSE All World Ex US ETF","P"," ","True","100.0","False","","VEU","VEU","False"
"True","V.F. Corporation Common Stock","N"," ","False","100.0","False","","VFC","VFC","False"
"True","Village Farms International, Inc. - Common Shares","Q","S","False","100.0","False","N","","VFF","False"
"True","Vanguard Financials ETF","P"," ","True","100.0","False","","VFH","VFH","False"
"True","Delaware Investments National Municipal Income Fund Common Stock","A"," ","False","100.0","False","","VFL","VFL","False"
"True","Vanguard U.S. Liquidity Factor ETF","Z"," ","True","100.0","False","","VFLQ","VFLQ","False"
"True","Vanguard U.S. Multifactor ETF","Z"," ","True","100.0","False","","VFMF","VFMF","False"
"True","Vanguard U.S. Momentum Factor ETF","Z"," ","True","100.0","False","","VFMO","VFMO","False"
"True","Vanguard U.S. Minimum Volatility ETF","Z"," ","True","100.0","False","","VFMV","VFMV","False"
"True","Vanguard U.S. Quality Factor ETF","Z"," ","True","100.0","False","","VFQY","VFQY","False"
"True","Vanguard U.S. Value Factor ETF","Z"," ","True","100.0","False","","VFVA","VFVA","False"
"True","Vonage Holdings Corp. - Common Stock","Q","Q","False","100.0","False","N","","VG","False"
"True","VG Acquisition Corp. Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant","N"," ","False","100.0","False","","VGAC.U","VGAC=","False"
"True","Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest","N"," ","False","100.0","False","","VGI","VGI","False"
"True","Vanguard Intermediate-Term Treasury ETF","Q","G","True","100.0","False","N","","VGIT","False"
"True","Vanguard FTSEEuropean ETF","P"," ","True","100.0","False","","VGK","VGK","False"
"True","Vanguard Long-Treasury ETF","Q","G","True","100.0","False","N","","VGLT","False"
"True","Invesco Trust for Investment Grade Municipals Common Stock (DE)","N"," ","False","100.0","False","","VGM","VGM","False"
"True","Vector Group Ltd. Common Stock","N"," ","False","100.0","False","","VGR","VGR","False"
"True","Vanguard Short-Term Treasury ETF","Q","G","True","100.0","False","N","","VGSH","False"
"True","Vanguard Information Tech ETF","P"," ","True","100.0","False","","VGT","VGT","False"
"True","Vista Gold Corp Common Stock","A"," ","False","100.0","False","","VGZ","VGZ","False"
"True","VirnetX Holding Corp Common Stock","N"," ","False","100.0","False","","VHC","VHC","False"
"True","Valhi, Inc. Common Stock","N"," ","False","100.0","False","","VHI","VHI","False"
"True","Vanguard Health Care ETF","P"," ","True","100.0","False","","VHT","VHT","False"
"True","ViacomCBS Inc. - Class B Common Stock","Q","Q","False","100.0","False","N","","VIAC","False"
"True","ViacomCBS Inc. - Class A Common Stock","Q","Q","False","100.0","False","N","","VIACA","False"
"True","VIA optronics AG American Depositary Shares, each representing one-fifth of an Ordinary Share","N"," ","False","100.0","False","","VIAO","VIAO","False"
"True","Viavi Solutions Inc. - Common Stock","Q","Q","False","100.0","False","N","","VIAV","False"
"True","AdvisorShares Trust AdvisorShares Vice ETF","P"," ","True","100.0","False","","VICE","VICE","False"
"True","VICI Properties Inc. Common Stock","N"," ","False","100.0","False","","VICI","VICI","False"
"True","Vicor Corporation - Common Stock","Q","Q","False","100.0","False","N","","VICR","False"
"True","ETF Series Solutions Trust Vident International Equity Fund","P"," ","True","100.0","False","","VIDI","VIDI","False"
"True","Viela Bio, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VIE","False"
"True","Vanguard Div Appreciation ETF","P"," ","True","100.0","False","","VIG","VIG","False"
"True","Vanguard International Dividend Appreciation ETF","Q","G","True","100.0","False","N","","VIGI","False"
"True","VPC Impact Acquisition Holdings - Class A Ordinary Shares","Q","S","False","100.0","False","N","","VIH","False"
"True","VPC Impact Acquisition Holdings - Unit","Q","S","False","100.0","False","N","","VIHAU","False"
"True","VPC Impact Acquisition Holdings - Warrant","Q","S","False","100.0","False","N","","VIHAW","False"
"True","Vanguard S&P Small-Cap 600 Growth ETF","P"," ","True","100.0","False","","VIOG","VIOG","False"
"True","Vanguard S&P Small-Cap 600 ETF","P"," ","True","100.0","False","","VIOO","VIOO","False"
"True","Viomi Technology Co., Ltd - American Depositary Shares","Q","Q","False","100.0","False","N","","VIOT","False"
"True","Vanguard S&P Small-Cap 600 Value ETF","P"," ","True","100.0","False","","VIOV","VIOV","False"
"True","Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares","N"," ","False","100.0","False","","VIPS","VIPS","False"
"True","Vir Biotechnology, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VIR","False"
"True","Virco Manufacturing Corporation - Common Stock","Q","G","False","100.0","False","N","","VIRC","False"
"True","Pacer BioThreat Strategy ETF","Z"," ","True","100.0","False","","VIRS","VIRS","False"
"True","Virtu Financial, Inc. - Class A Common Stock","Q","Q","False","100.0","False","N","","VIRT","False"
"True","Vanguard Industrials ETF","P"," ","True","100.0","False","","VIS","VIS","False"
"True","Vislink Technologies, Inc. - Common Stock","Q","S","False","100.0","False","N","","VISL","False"
"True","Vista Oil & Gas, S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value","N"," ","False","100.0","False","","VIST","VIST","False"
"True","Vital Farms, Inc. - Common Stock","Q","G","False","100.0","False","N","","VITL","False"
"True","Telefonica Brasil, S.A. ADS","N"," ","False","100.0","False","","VIV","VIV","False"
"True","Viveve Medical, Inc. - Common Stock","Q","S","False","100.0","False","D","","VIVE","False"
"True","Meridian Bioscience Inc. - Common Stock","Q","Q","False","100.0","False","N","","VIVO","False"
"True","ProShares Trust VIX Mid-Term Futures ETF","P"," ","True","100.0","False","","VIXM","VIXM","False"
"True","ProShares Trust VIX Short-Term Futures ETF","P"," ","True","100.0","False","","VIXY","VIXY","False"
"True","voxeljet AG - American Depositary Shares","Q","S","False","100.0","False","N","","VJET","False"
"True","Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE)","A"," ","False","100.0","False","","VKI","VKI","False"
"True","Invesco Municipal Trust Common Stock","N"," ","False","100.0","False","","VKQ","VKQ","False"
"True","Viking Therapeutics, Inc. - Common Stock","Q","S","False","100.0","False","N","","VKTX","False"
"True","Viking Therapeutics, Inc. - Warrants","Q","S","False","100.0","False","N","","VKTXW","False"
"True","Velodyne Lidar, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VLDR","False"
"True","Velodyne Lidar, Inc. - Warrant","Q","Q","False","100.0","False","N","","VLDRW","False"
"True","Village Super Market, Inc. - Class A Common Stock","Q","Q","False","100.0","False","N","","VLGEA","False"
"True","Valero Energy Corporation Common Stock","N"," ","False","100.0","False","","VLO","VLO","False"
"True","Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates","N"," ","False","100.0","False","","VLRS","VLRS","False"
"True","Invesco High Income Trust II","N"," ","False","100.0","False","","VLT","VLT","False"
"True","SPDR S&P 1500 Value Tilt ETF","P"," ","True","100.0","False","","VLU","VLU","False"
"True","iShares MSCI USA Value Factor ETF","Z"," ","True","100.0","False","","VLUE","VLUE","False"
"True","Valley National Bancorp - Common Stock","Q","Q","False","100.0","False","N","","VLY","False"
"True","Valley National Bancorp - 5.5% Fixed to Floating Rate Series B Non-Cumulative Perpetual Preferred Stock","Q","Q","False","100.0","False","N","","VLYPO","False"
"True","Valley National Bancorp - 6.25% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock","Q","Q","False","100.0","False","N","","VLYPP","False"
"True","Vistas Media Acquisition Company Inc. - Class A Common Stock","Q","S","False","100.0","False","N","","VMAC","False"
"True","Vistas Media Acquisition Company Inc. - Unit","Q","S","False","100.0","False","N","","VMACU","False"
"True","Vistas Media Acquisition Company Inc. - Warrant","Q","S","False","100.0","False","N","","VMACW","False"
"True","Vanguard Mortgage-Backed Securities ETF","Q","G","True","100.0","False","N","","VMBS","False"
"True","Vulcan Materials Company (Holding Company) Common Stock","N"," ","False","100.0","False","","VMC","VMC","False"
"True","Viemed Healthcare, Inc. - Common Shares","Q","S","False","100.0","False","N","","VMD","False"
"True","Valmont Industries, Inc. Common Stock","N"," ","False","100.0","False","","VMI","VMI","False"
"True","Delaware Investments Minnesota Municipal Income Fund II, Inc. Common Stock","A"," ","False","100.0","False","","VMM","VMM","False"
"True","Invesco Municipal Opportunity Trust Common Stock","N"," ","False","100.0","False","","VMO","VMO","False"
"True","Alpha Architect Value Momentum Trend ETF","Z"," ","True","100.0","False","","VMOT","VMOT","False"
"True","Vmware, Inc. Common stock, Class A","N"," ","False","100.0","False","","VMW","VMW","False"
"True","Vince Holding Corp. Common Stock","N"," ","False","100.0","False","","VNCE","VNCE","False"
"True","Vanda Pharmaceuticals Inc. - Common Stock","Q","G","False","100.0","False","N","","VNDA","False"
"True","Veoneer, Inc. Common Stock ","N"," ","False","100.0","False","","VNE","VNE","False"
"True","21Vianet Group, Inc. - American Depositary Shares","Q","Q","False","100.0","False","N","","VNET","False"
"True","Janus Henderson Short Duration Income ETF","P"," ","True","100.0","False","","VNLA","VNLA","False"
"True","VanEck Vectors Vietnam ETF","Z"," ","True","100.0","False","","VNM","VNM","False"
"True","Natixis Vaughan Nelson Mid Cap ETF","P"," ","True","100.0","False","","VNMC","VNMC","False"
"True","Vornado Realty Trust Common Stock","N"," ","False","100.0","False","","VNO","VNO","False"
"True","Vornado Realty Trust Pfd S K","N"," ","False","100.0","False","","VNOpK","VNO-K","False"
"True","Vornado Realty Trust Pfd Ser L %","N"," ","False","100.0","False","","VNOpL","VNO-L","False"
"True","Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest, liquidation preference $25.00 per share, no par value per share","N"," ","False","100.0","False","","VNOpM","VNO-M","False"
"True","Viper Energy Partners LP - Common Unit","Q","Q","False","100.0","False","N","","VNOM","False"
"True","Vanguard Real Estate ETF","P"," ","True","100.0","False","","VNQ","VNQ","False"
"True","Vanguard Global ex-U.S. Real Estate ETF","Q","G","True","100.0","False","N","","VNQI","False"
"True","VolitionRX Limited Common Stock","A"," ","False","100.0","False","","VNRX","VNRX","False"
"True","Natixis Vaughan Nelson Select ETF","P"," ","True","100.0","False","","VNSE","VNSE","False"
"True","Vontier Corporation Common Stock ","N"," ","False","100.0","False","","VNT","VNT","False"
"True","Venator Materials PLC Ordinary Shares","N"," ","False","100.0","False","","VNTR","VNTR","False"
