Date,3382.T,4063.T,7974.T,4502.T,4503.T,6752.T,7201.T,2914.T,9503.T,7751.T,6758.T,8604.T,9501.T,5401.T,7203.T,7267.T,8802.T,6502.T,9021.T,8031.T,8058.T,8306.T,8316.T,8411.T,8766.T,6301.T,9432.T,9433.T,9437.T,9984.T
2002-04-30,2003.409090909091,5432.272727272727,18769.52380952381,5539.090909090909,682.1818181818181,617.5,943.5,761.2272727272727,1816.5454545454545,3184.0,6945.454545454545,1761.2272727272727,2411.590909090909,1953.6363636363637,3635.2380952380954,2682.5,953.3181818181819,2952.0,3158.0,801.2727272727273,966.0454545454545,1470.0,6237.142857142857,1001.5,1930.2,459.8636363636364,1297.0454545454545,561.4393643465909,3400.909090909091,384.96213600852275
2002-05-31,2072.1739130434785,5283.04347826087,18132.380952380954,5645.652173913043,695.9130434782609,617.5,971.1304347826087,797.7391304347826,1797.6521739130435,3184.0,7100.434782608696,1961.695652173913,2535.0,2018.695652173913,3499.5238095238096,2727.608695652174,1022.1739130434783,2952.0,3158.0,853.9565217391304,1003.0,1470.0,6301.9047619047615,1001.5,1930.2,456.0869565217391,1429.3478260869565,632.7536514945652,3244.3478260869565,357.4636973505435
2002-06-30,2060.0,4988.5,16823.0,5218.5,644.9,617.5,870.8,830.55,1811.35,3184.0,6528.5,1873.1,2480.0,1939.0,3190.75,2574.0,1024.45,2952.0,3158.0,821.85,885.55,1470.0,6070.0,1001.5,1930.2,416.3,1334.375,667.583349609375,3034.0,302.191552734375
2002-07-31,2086.521739130435,4572.173913043478,15728.695652173914,5013.04347826087,589.9565217391304,617.5,823.7391304347826,813.304347826087,1868.9130434782608,3184.0,5780.434782608696,1720.6521739130435,2493.2608695652175,1936.9565217391305,2977.1739130434785,2494.5652173913045,989.0869565217391,2952.0,3158.0,710.304347826087,803.1304347826087,1470.0,5926.95652173913,1001.5,1930.2,423.30434782608694,1229.891304347826,605.3622622282609,2665.217391304348,258.19560971467394
2002-08-31,2100.0,4185.0,14492.857142857143,5134.090909090909,617.2272727272727,617.5,868.7727272727273,788.8181818181819,1877.1363636363637,3184.0,5246.818181818182,1539.590909090909,2550.909090909091,1673.1818181818182,2952.5,2420.568181818182,922.0454545454545,2952.0,3158.0,662.1818181818181,785.4545454545455,1470.0,5723.809523809524,1001.5,1930.2,403.77272727272725,1275.0,570.5303178267045,2669.5454545454545,217.1514996615323
2002-09-30,1999.2857142857142,4079.5238095238096,14284.736842105263,4947.142857142857,538.4761904761905,617.5,890.0952380952381,804.952380952381,1828.7619047619048,3184.0,5135.714285714285,1510.4761904761904,2340.714285714286,1610.4761904761904,3027.8947368421054,2360.3571428571427,906.6666666666666,2952.0,3158.0,630.2857142857143,794.2857142857143,1470.0,5728.421052631579,1001.5,1930.2,404.6666666666667,1199.7619047619048,584.6031436011905,2246.190476190476,203.3491414388021
2002-10-31,1874.391304347826,3736.086956521739,11691.818181818182,5031.304347826087,583.8260869565217,617.5,895.8695652173913,781.3478260869565,1731.7391304347825,3184.0,5233.913043478261,1465.4782608695652,2265.8695652173915,1468.2608695652175,3036.590909090909,2377.282608695652,929.6521739130435,2952.0,3158.0,589.9565217391304,779.9565217391304,1470.0,5516.363636363636,1001.5,1930.2,383.30434782608694,1159.4565217391305,602.0290421195652,2258.2608695652175,175.15217391304347
2002-11-30,1826.952380952381,3994.7619047619046,11940.5,5152.857142857143,649.8095238095239,617.5,963.1428571428571,765.6666666666666,1701.8095238095239,3184.0,5219.047619047619,1361.6666666666667,2137.6190476190477,1368.095238095238,3147.5,2147.1428571428573,891.5238095238095,2952.0,3158.0,566.047619047619,769.1428571428571,1470.0,5101.0,1001.5,1930.2,406.3333333333333,1211.1904761904761,600.7142857142857,2311.904761904762,184.86514427548363
2002-12-31,1825.2727272727273,4014.090909090909,11930.526315789473,4942.727272727273,674.0909090909091,617.5,946.6818181818181,781.5,1697.090909090909,3184.0,5145.454545454545,1366.6818181818182,2103.409090909091,1396.3636363636363,3158.5,2093.2954545454545,881.1363636363636,2952.0,3158.0,560.3181818181819,738.7727272727273,1470.0,3738.5714285714284,1001.5,1930.2,403.1818181818182,1282.2727272727273,652.0454989346591,2284.5454545454545,253.18181748823687
2003-01-31,1871.5217391304348,3951.304347826087,10575.78947368421,4722.608695652174,655.3913043478261,617.5,944.4782608695652,784.4782608695652,1771.7826086956522,3184.0,4974.782608695652,1409.6521739130435,2237.391304347826,1437.391304347826,3049.4736842105262,1921.9565217391305,888.3478260869565,2952.0,3158.0,589.0434782608696,745.7391304347826,1470.0,3672.1739130434785,1001.5,1930.2,404.8695652173913,1255.2173913043478,621.376953125,2387.391304347826,267.3334795081097
2003-02-28,1827.4,3936.5,9767.894736842105,4547.5,642.2,617.5,917.65,721.9,1797.4,3184.0,4634.0,1479.5,2307.0,1529.5,2919.7368421052633,2069.875,866.4,2952.0,3158.0,634.7,801.3,1470.0,3503.5,1001.5,1930.2,433.3,1115.375,620.91669921875,2355.0,289.1750007629395
2003-03-31,1667.952380952381,3828.095238095238,9410.0,4439.047619047619,638.4761904761905,617.5,829.7142857142857,713.7619047619048,1819.857142857143,3184.0,4347.142857142857,1313.4285714285713,2302.8571428571427,1452.3809523809523,2793.0,2018.3333333333333,761.3809523809524,2952.0,3158.0,605.6666666666666,768.5238095238095,1470.0,2355.714285714286,1001.5,1930.2,432.9047619047619,1103.3333333333333,597.8572358630952,2234.285714285714,257.8015710739862
2003-04-30,1629.7272727272727,3600.4545454545455,9296.666666666666,4199.090909090909,615.7272727272727,617.5,849.0,671.0454545454545,1907.9545454545455,3184.0,3756.818181818182,1170.9545454545455,2355.909090909091,1400.4545454545455,2612.1428571428573,1905.7954545454545,696.5,2952.0,3158.0,581.5454545454545,721.0909090909091,1470.0,1827.7272727272727,692.6363636363636,1930.2,442.1818181818182,1076.1363636363637,591.3635475852273,2403.181818181818,233.09095486727628
2003-05-31,1731.0454545454545,3592.7272727272725,8790.952380952382,4495.454545454545,616.5909090909091,617.5,909.0,714.2727272727273,1993.7272727272727,3184.0,2951.818181818182,1208.3181818181818,2449.090909090909,1356.3636363636363,2705.9523809523807,1963.6363636363637,727.3181818181819,2952.0,3158.0,570.7272727272727,721.7272727272727,1470.0,1987.2727272727273,718.8181818181819,1930.2,439.27272727272725,1133.1818181818182,667.8030894886364,2569.090909090909,270.27272657914597
2003-06-30,1745.095238095238,4001.904761904762,8687.619047619048,4573.809523809524,641.6190476190476,617.5,1027.6190476190477,683.7142857142857,1920.2857142857142,3184.0,3414.285714285714,1418.6666666666667,2366.190476190476,1490.0,3057.1428571428573,2257.3809523809523,793.5238095238095,2952.0,3158.0,603.0952380952381,802.047619047619,1470.0,2499.5238095238096,852.047619047619,1930.2,440.04761904761904,1145.0,765.0793805803571,2651.4285714285716,287.42847842261904
2003-07-31,1823.5217391304348,4401.304347826087,9730.454545454546,4406.95652173913,652.0869565217391,617.5,1191.0434782608695,692.8695652173913,1879.7826086956522,3184.0,3780.8695652173915,1626.391304347826,2276.7391304347825,1736.0869565217392,3191.3636363636365,2337.8260869565215,904.3478260869565,2952.0,3158.0,661.7826086956521,897.9565217391304,1470.0,3007.7272727272725,1097.1739130434783,1930.2,522.5652173913044,1336.5217391304348,849.5652173913044,2783.0434782608695,555.724609375
2003-08-31,1807.8095238095239,4347.142857142857,9742.380952380952,4195.714285714285,608.4761904761905,617.5,1230.0,702.8571428571429,1871.8095238095239,3184.0,3708.095238095238,1637.8095238095239,2272.6190476190477,2036.1904761904761,3186.190476190476,2385.0,959.5714285714286,2952.0,3158.0,722.6190476190476,946.4761904761905,1470.0,3369.5238095238096,1196.857142857143,1930.2,628.4761904761905,1255.1190476190477,1008.8097650437128,2924.7619047619046,563.9681454613095
2003-09-30,1793.909090909091,4655.454545454545,9732.0,4305.454545454545,641.8181818181819,617.5,1302.7727272727273,711.4090909090909,1925.5,3184.0,4145.454545454545,1847.1363636363637,2414.7727272727275,2078.6363636363635,3504.5,2361.0227272727275,1069.7727272727273,2952.0,3158.0,768.6818181818181,990.1363636363636,1470.0,4611.5,2035.909090909091,1930.2,610.4545454545455,1392.6136363636363,1004.5455821644176,2876.3636363636365,806.3637251420455
2003-10-31,1814.9565217391305,4435.652173913043,8705.0,4004.782608695652,603.6086956521739,617.5,1248.2608695652175,743.5652173913044,1897.695652173913,3184.0,3956.521739130435,1890.7826086956522,2386.7391304347825,2220.4347826086955,3340.4545454545455,2151.6304347826085,1137.0434782608695,2952.0,3158.0,844.7391304347826,1106.391304347826,1470.0,5804.545454545455,2954.3478260869565,1930.2,584.0434782608696,1346.9565217391305,1040.5795633067255,2664.782608695652,977.8990531589674
2003-11-30,1792.25,4081.0,9111.666666666666,4164.0,596.45,617.5,1249.05,734.3,1852.7,3184.0,3837.0,1740.6,2272.5,2130.0,3311.6666666666665,2062.0,1000.3,2952.0,3158.0,778.9,1050.35,1470.0,5079.444444444444,2454.0,1930.2,620.6,1367.0,949.416748046875,2355.5,819.16669921875
2003-12-31,1798.4347826086957,4134.782608695652,9714.761904761905,4220.0,652.2608695652174,617.5,1231.1304347826087,770.6521739130435,1898.4347826086957,3184.0,3655.6521739130435,1745.0,2333.913043478261,2149.1304347826085,3529.0476190476193,2170.7608695652175,980.4782608695652,2952.0,3158.0,789.1739130434783,1058.2173913043478,1470.0,5228.0952380952385,2914.3478260869565,1930.2,646.4782608695652,1411.0869565217392,987.3906568444294,2343.0434782608695,632.9345650050951
2004-01-31,1832.5454545454545,4444.545454545455,10336.315789473685,4302.727272727273,666.2727272727273,617.5,1204.5454545454545,756.7272727272727,1919.3636363636363,3184.0,4100.0,1824.8181818181818,2349.090909090909,2236.818181818182,3643.684210526316,2154.431818181818,1123.9545454545455,2952.0,3158.0,842.7727272727273,1113.1363636363637,1470.0,5642.631578947368,3230.0,1930.2,670.0454545454545,1445.340909090909,1015.4550059925426,2386.818181818182,710.226767800071
2004-02-29,1889.3,4182.5,10093.157894736842,4455.0,707.9,617.5,1127.7,760.95,1951.0,3184.0,4357.0,1669.25,2394.0,2113.5,3608.9473684210525,2215.875,1183.2,2952.0,3158.0,812.0,1037.5,1470.0,5717.368421052632,3115.5,1930.2,631.4,1285.0,972.1671997070313,2237.0,691.83330078125
